family,candidate_id,reference_type,cutoff,m,n,selection_eligible,engine_id,failure_cycle,first_satisfaction_cycle,tau,missed,trigger_at_failure_only,lead_time,late_delay,early_burden,late_normalized,early_normalized_uncapped,early_normalized_for_cost,miss_component,late_component,early_component,total_cost,first_trigger_while_healthy,n_cycle_gaps
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,70,137,98.0,98.0,False,False,39.0,0,9,0.0,0.3,0.3,0.0,0.0,0.3,0.3,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,71,208,151.0,151.0,False,False,57.0,0,27,0.0,0.9,0.9,0.0,0.0,0.9,0.9,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,73,213,100.0,100.0,False,False,113.0,0,83,0.0,2.7666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,84,267,155.0,155.0,False,False,112.0,0,82,0.0,2.7333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,97,202,147.0,147.0,False,False,55.0,0,25,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,0.8333333333333334,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,5,10,True,19,158,97.0,97.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,5,10,True,23,168,116.0,116.0,False,False,52.0,0,22,0.0,0.7333333333333333,0.7333333333333333,0.0,0.0,0.7333333333333333,0.7333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,5,10,True,32,191,122.0,122.0,False,False,69.0,0,39,0.0,1.3,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,5,10,True,43,207,171.0,171.0,False,False,36.0,0,6,0.0,0.2,0.2,0.0,0.0,0.2,0.2,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,5,10,True,56,275,174.0,174.0,False,False,101.0,0,71,0.0,2.3666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,5,10,True,70,137,102.0,102.0,False,False,35.0,0,5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,5,10,True,71,208,153.0,153.0,False,False,55.0,0,25,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,0.8333333333333334,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,5,10,True,73,213,119.0,119.0,False,False,94.0,0,64,0.0,2.1333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,5,10,True,84,267,157.0,157.0,False,False,110.0,0,80,0.0,2.6666666666666665,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,5,10,True,97,202,153.0,153.0,False,False,49.0,0,19,0.0,0.6333333333333333,0.6333333333333333,0.0,0.0,0.6333333333333333,0.6333333333333333,False,0
lof,lof_k50,pooled,0.9,1,1,False,19,158,13.0,13.0,False,False,145.0,0,115,0.0,3.8333333333333335,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,1,1,False,23,168,7.0,7.0,False,False,161.0,0,131,0.0,4.366666666666666,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,1,1,False,32,191,21.0,21.0,False,False,170.0,0,140,0.0,4.666666666666667,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,1,1,False,43,207,40.0,40.0,False,False,167.0,0,137,0.0,4.566666666666666,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,1,1,False,56,275,6.0,6.0,False,False,269.0,0,239,0.0,7.966666666666667,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,1,1,False,70,137,9.0,9.0,False,False,128.0,0,98,0.0,3.2666666666666666,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,1,1,False,71,208,7.0,7.0,False,False,201.0,0,171,0.0,5.7,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,1,1,False,73,213,6.0,6.0,False,False,207.0,0,177,0.0,5.9,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,1,1,False,84,267,1.0,1.0,False,False,266.0,0,236,0.0,7.866666666666666,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,1,1,False,97,202,4.0,4.0,False,False,198.0,0,168,0.0,5.6,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,2,3,True,19,158,62.0,62.0,False,False,96.0,0,66,0.0,2.2,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.9,2,3,True,23,168,12.0,12.0,False,False,156.0,0,126,0.0,4.2,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,2,3,True,32,191,105.0,105.0,False,False,86.0,0,56,0.0,1.8666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.9,2,3,True,43,207,45.0,45.0,False,False,162.0,0,132,0.0,4.4,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,2,3,True,56,275,52.0,52.0,False,False,223.0,0,193,0.0,6.433333333333334,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,2,3,True,70,137,11.0,11.0,False,False,126.0,0,96,0.0,3.2,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,2,3,True,71,208,9.0,9.0,False,False,199.0,0,169,0.0,5.633333333333334,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,2,3,True,73,213,50.0,50.0,False,False,163.0,0,133,0.0,4.433333333333334,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,2,3,True,84,267,28.0,28.0,False,False,239.0,0,209,0.0,6.966666666666667,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,2,3,True,97,202,12.0,12.0,False,False,190.0,0,160,0.0,5.333333333333333,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,3,5,True,19,158,85.0,85.0,False,False,73.0,0,43,0.0,1.4333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.9,3,5,True,23,168,115.0,115.0,False,False,53.0,0,23,0.0,0.7666666666666667,0.7666666666666667,0.0,0.0,0.7666666666666667,0.7666666666666667,False,0
lof,lof_k50,pooled,0.9,3,5,True,32,191,118.0,118.0,False,False,73.0,0,43,0.0,1.4333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.9,3,5,True,43,207,169.0,169.0,False,False,38.0,0,8,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.26666666666666666,0.26666666666666666,False,0
lof,lof_k50,pooled,0.9,3,5,True,56,275,113.0,113.0,False,False,162.0,0,132,0.0,4.4,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,3,5,True,70,137,92.0,92.0,False,False,45.0,0,15,0.0,0.5,0.5,0.0,0.0,0.5,0.5,False,0
lof,lof_k50,pooled,0.9,3,5,True,71,208,128.0,128.0,False,False,80.0,0,50,0.0,1.6666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.9,3,5,True,73,213,77.0,77.0,False,False,136.0,0,106,0.0,3.533333333333333,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,3,5,True,84,267,124.0,124.0,False,False,143.0,0,113,0.0,3.7666666666666666,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,3,5,True,97,202,140.0,140.0,False,False,62.0,0,32,0.0,1.0666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.9,5,10,True,19,158,97.0,97.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.9,5,10,True,23,168,116.0,116.0,False,False,52.0,0,22,0.0,0.7333333333333333,0.7333333333333333,0.0,0.0,0.7333333333333333,0.7333333333333333,False,0
lof,lof_k50,pooled,0.9,5,10,True,32,191,118.0,118.0,False,False,73.0,0,43,0.0,1.4333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.9,5,10,True,43,207,170.0,170.0,False,False,37.0,0,7,0.0,0.23333333333333334,0.23333333333333334,0.0,0.0,0.23333333333333334,0.23333333333333334,False,0
lof,lof_k50,pooled,0.9,5,10,True,56,275,117.0,117.0,False,False,158.0,0,128,0.0,4.266666666666667,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.9,5,10,True,70,137,94.0,94.0,False,False,43.0,0,13,0.0,0.43333333333333335,0.43333333333333335,0.0,0.0,0.43333333333333335,0.43333333333333335,False,0
lof,lof_k50,pooled,0.9,5,10,True,71,208,142.0,142.0,False,False,66.0,0,36,0.0,1.2,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.9,5,10,True,73,213,117.0,117.0,False,False,96.0,0,66,0.0,2.2,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.9,5,10,True,84,267,156.0,156.0,False,False,111.0,0,81,0.0,2.7,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.9,5,10,True,97,202,141.0,141.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,1,1,False,19,158,81.0,81.0,False,False,77.0,0,47,0.0,1.5666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,1,1,False,23,168,53.0,53.0,False,False,115.0,0,85,0.0,2.8333333333333335,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,1,1,False,32,191,21.0,21.0,False,False,170.0,0,140,0.0,4.666666666666667,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.95,1,1,False,43,207,44.0,44.0,False,False,163.0,0,133,0.0,4.433333333333334,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.95,1,1,False,56,275,6.0,6.0,False,False,269.0,0,239,0.0,7.966666666666667,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.95,1,1,False,70,137,9.0,9.0,False,False,128.0,0,98,0.0,3.2666666666666666,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.95,1,1,False,71,208,7.0,7.0,False,False,201.0,0,171,0.0,5.7,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.95,1,1,False,73,213,36.0,36.0,False,False,177.0,0,147,0.0,4.9,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.95,1,1,False,84,267,18.0,18.0,False,False,249.0,0,219,0.0,7.3,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.95,1,1,False,97,202,10.0,10.0,False,False,192.0,0,162,0.0,5.4,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.95,2,3,True,19,158,83.0,83.0,False,False,75.0,0,45,0.0,1.5,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,2,3,True,23,168,88.0,88.0,False,False,80.0,0,50,0.0,1.6666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,2,3,True,32,191,123.0,123.0,False,False,68.0,0,38,0.0,1.2666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,2,3,True,43,207,45.0,45.0,False,False,162.0,0,132,0.0,4.4,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.95,2,3,True,56,275,62.0,62.0,False,False,213.0,0,183,0.0,6.1,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.95,2,3,True,70,137,11.0,11.0,False,False,126.0,0,96,0.0,3.2,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.95,2,3,True,71,208,9.0,9.0,False,False,199.0,0,169,0.0,5.633333333333334,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.95,2,3,True,73,213,100.0,100.0,False,False,113.0,0,83,0.0,2.7666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,2,3,True,84,267,124.0,124.0,False,False,143.0,0,113,0.0,3.7666666666666666,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.95,2,3,True,97,202,12.0,12.0,False,False,190.0,0,160,0.0,5.333333333333333,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.95,3,5,True,19,158,96.0,96.0,False,False,62.0,0,32,0.0,1.0666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,3,5,True,23,168,116.0,116.0,False,False,52.0,0,22,0.0,0.7333333333333333,0.7333333333333333,0.0,0.0,0.7333333333333333,0.7333333333333333,False,0
lof,lof_k50,pooled,0.95,3,5,True,32,191,131.0,131.0,False,False,60.0,0,30,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,3,5,True,43,207,169.0,169.0,False,False,38.0,0,8,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.26666666666666666,0.26666666666666666,False,0
lof,lof_k50,pooled,0.95,3,5,True,56,275,167.0,167.0,False,False,108.0,0,78,0.0,2.6,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,3,5,True,70,137,96.0,96.0,False,False,41.0,0,11,0.0,0.36666666666666664,0.36666666666666664,0.0,0.0,0.36666666666666664,0.36666666666666664,False,0
lof,lof_k50,pooled,0.95,3,5,True,71,208,143.0,143.0,False,False,65.0,0,35,0.0,1.1666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,3,5,True,73,213,101.0,101.0,False,False,112.0,0,82,0.0,2.7333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,3,5,True,84,267,156.0,156.0,False,False,111.0,0,81,0.0,2.7,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,3,5,True,97,202,140.0,140.0,False,False,62.0,0,32,0.0,1.0666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,5,10,True,19,158,97.0,97.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,5,10,True,23,168,118.0,118.0,False,False,50.0,0,20,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,False,0
lof,lof_k50,pooled,0.95,5,10,True,32,191,132.0,132.0,False,False,59.0,0,29,0.0,0.9666666666666667,0.9666666666666667,0.0,0.0,0.9666666666666667,0.9666666666666667,False,0
lof,lof_k50,pooled,0.95,5,10,True,43,207,170.0,170.0,False,False,37.0,0,7,0.0,0.23333333333333334,0.23333333333333334,0.0,0.0,0.23333333333333334,0.23333333333333334,False,0
lof,lof_k50,pooled,0.95,5,10,True,56,275,168.0,168.0,False,False,107.0,0,77,0.0,2.566666666666667,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,5,10,True,70,137,97.0,97.0,False,False,40.0,0,10,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,False,0
lof,lof_k50,pooled,0.95,5,10,True,71,208,147.0,147.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,5,10,True,73,213,117.0,117.0,False,False,96.0,0,66,0.0,2.2,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,5,10,True,84,267,158.0,158.0,False,False,109.0,0,79,0.0,2.6333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.95,5,10,True,97,202,141.0,141.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,1,1,False,19,158,81.0,81.0,False,False,77.0,0,47,0.0,1.5666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,1,1,False,23,168,53.0,53.0,False,False,115.0,0,85,0.0,2.8333333333333335,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,1,1,False,32,191,21.0,21.0,False,False,170.0,0,140,0.0,4.666666666666667,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.975,1,1,False,43,207,44.0,44.0,False,False,163.0,0,133,0.0,4.433333333333334,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.975,1,1,False,56,275,62.0,62.0,False,False,213.0,0,183,0.0,6.1,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.975,1,1,False,70,137,9.0,9.0,False,False,128.0,0,98,0.0,3.2666666666666666,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.975,1,1,False,71,208,7.0,7.0,False,False,201.0,0,171,0.0,5.7,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.975,1,1,False,73,213,100.0,100.0,False,False,113.0,0,83,0.0,2.7666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,1,1,False,84,267,111.0,111.0,False,False,156.0,0,126,0.0,4.2,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.975,1,1,False,97,202,12.0,12.0,False,False,190.0,0,160,0.0,5.333333333333333,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.975,2,3,True,19,158,83.0,83.0,False,False,75.0,0,45,0.0,1.5,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,2,3,True,23,168,116.0,116.0,False,False,52.0,0,22,0.0,0.7333333333333333,0.7333333333333333,0.0,0.0,0.7333333333333333,0.7333333333333333,False,0
lof,lof_k50,pooled,0.975,2,3,True,32,191,123.0,123.0,False,False,68.0,0,38,0.0,1.2666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,2,3,True,43,207,168.0,168.0,False,False,39.0,0,9,0.0,0.3,0.3,0.0,0.0,0.3,0.3,False,0
lof,lof_k50,pooled,0.975,2,3,True,56,275,156.0,156.0,False,False,119.0,0,89,0.0,2.966666666666667,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,2,3,True,70,137,11.0,11.0,False,False,126.0,0,96,0.0,3.2,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.975,2,3,True,71,208,9.0,9.0,False,False,199.0,0,169,0.0,5.633333333333334,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.975,2,3,True,73,213,114.0,114.0,False,False,99.0,0,69,0.0,2.3,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,2,3,True,84,267,157.0,157.0,False,False,110.0,0,80,0.0,2.6666666666666665,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,2,3,True,97,202,140.0,140.0,False,False,62.0,0,32,0.0,1.0666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,3,5,True,19,158,97.0,97.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,3,5,True,23,168,117.0,117.0,False,False,51.0,0,21,0.0,0.7,0.7,0.0,0.0,0.7,0.7,False,0
lof,lof_k50,pooled,0.975,3,5,True,32,191,131.0,131.0,False,False,60.0,0,30,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,3,5,True,43,207,170.0,170.0,False,False,37.0,0,7,0.0,0.23333333333333334,0.23333333333333334,0.0,0.0,0.23333333333333334,0.23333333333333334,False,0
lof,lof_k50,pooled,0.975,3,5,True,56,275,170.0,170.0,False,False,105.0,0,75,0.0,2.5,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,3,5,True,70,137,96.0,96.0,False,False,41.0,0,11,0.0,0.36666666666666664,0.36666666666666664,0.0,0.0,0.36666666666666664,0.36666666666666664,False,0
lof,lof_k50,pooled,0.975,3,5,True,71,208,150.0,150.0,False,False,58.0,0,28,0.0,0.9333333333333333,0.9333333333333333,0.0,0.0,0.9333333333333333,0.9333333333333333,False,0
lof,lof_k50,pooled,0.975,3,5,True,73,213,115.0,115.0,False,False,98.0,0,68,0.0,2.2666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,3,5,True,84,267,158.0,158.0,False,False,109.0,0,79,0.0,2.6333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,3,5,True,97,202,141.0,141.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,5,10,True,19,158,101.0,101.0,False,False,57.0,0,27,0.0,0.9,0.9,0.0,0.0,0.9,0.9,False,0
lof,lof_k50,pooled,0.975,5,10,True,23,168,122.0,122.0,False,False,46.0,0,16,0.0,0.5333333333333333,0.5333333333333333,0.0,0.0,0.5333333333333333,0.5333333333333333,False,0
lof,lof_k50,pooled,0.975,5,10,True,32,191,132.0,132.0,False,False,59.0,0,29,0.0,0.9666666666666667,0.9666666666666667,0.0,0.0,0.9666666666666667,0.9666666666666667,False,0
lof,lof_k50,pooled,0.975,5,10,True,43,207,174.0,174.0,False,False,33.0,0,3,0.0,0.1,0.1,0.0,0.0,0.1,0.1,False,0
lof,lof_k50,pooled,0.975,5,10,True,56,275,174.0,174.0,False,False,101.0,0,71,0.0,2.3666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,5,10,True,70,137,97.0,97.0,False,False,40.0,0,10,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,False,0
lof,lof_k50,pooled,0.975,5,10,True,71,208,151.0,151.0,False,False,57.0,0,27,0.0,0.9,0.9,0.0,0.0,0.9,0.9,False,0
lof,lof_k50,pooled,0.975,5,10,True,73,213,119.0,119.0,False,False,94.0,0,64,0.0,2.1333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,5,10,True,84,267,185.0,185.0,False,False,82.0,0,52,0.0,1.7333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.975,5,10,True,97,202,145.0,145.0,False,False,57.0,0,27,0.0,0.9,0.9,0.0,0.0,0.9,0.9,False,0
lof,lof_k50,pooled,0.99,1,1,False,19,158,81.0,81.0,False,False,77.0,0,47,0.0,1.5666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.99,1,1,False,23,168,107.0,107.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.99,1,1,False,32,191,118.0,118.0,False,False,73.0,0,43,0.0,1.4333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.99,1,1,False,43,207,170.0,170.0,False,False,37.0,0,7,0.0,0.23333333333333334,0.23333333333333334,0.0,0.0,0.23333333333333334,0.23333333333333334,False,0
lof,lof_k50,pooled,0.99,1,1,False,56,275,126.0,126.0,False,False,149.0,0,119,0.0,3.966666666666667,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.99,1,1,False,70,137,92.0,92.0,False,False,45.0,0,15,0.0,0.5,0.5,0.0,0.0,0.5,0.5,False,0
lof,lof_k50,pooled,0.99,1,1,False,71,208,32.0,32.0,False,False,176.0,0,146,0.0,4.866666666666666,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.99,1,1,False,73,213,113.0,113.0,False,False,100.0,0,70,0.0,2.3333333333333335,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.99,1,1,False,84,267,111.0,111.0,False,False,156.0,0,126,0.0,4.2,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.99,1,1,False,97,202,29.0,29.0,False,False,173.0,0,143,0.0,4.766666666666667,1.0,0.0,0.0,1.0,1.0,True,0
lof,lof_k50,pooled,0.99,2,3,True,19,158,83.0,83.0,False,False,75.0,0,45,0.0,1.5,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.99,2,3,True,23,168,116.0,116.0,False,False,52.0,0,22,0.0,0.7333333333333333,0.7333333333333333,0.0,0.0,0.7333333333333333,0.7333333333333333,False,0
lof,lof_k50,pooled,0.99,2,3,True,32,191,123.0,123.0,False,False,68.0,0,38,0.0,1.2666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.99,2,3,True,43,207,171.0,171.0,False,False,36.0,0,6,0.0,0.2,0.2,0.0,0.0,0.2,0.2,False,0
lof,lof_k50,pooled,0.99,2,3,True,56,275,169.0,169.0,False,False,106.0,0,76,0.0,2.533333333333333,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.99,2,3,True,70,137,94.0,94.0,False,False,43.0,0,13,0.0,0.43333333333333335,0.43333333333333335,0.0,0.0,0.43333333333333335,0.43333333333333335,False,0
lof,lof_k50,pooled,0.99,2,3,True,71,208,148.0,148.0,False,False,60.0,0,30,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.99,2,3,True,73,213,114.0,114.0,False,False,99.0,0,69,0.0,2.3,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.99,2,3,True,84,267,158.0,158.0,False,False,109.0,0,79,0.0,2.6333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.99,2,3,True,97,202,141.0,141.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.99,3,5,True,19,158,97.0,97.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.99,3,5,True,23,168,118.0,118.0,False,False,50.0,0,20,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,False,0
lof,lof_k50,pooled,0.99,3,5,True,32,191,133.0,133.0,False,False,58.0,0,28,0.0,0.9333333333333333,0.9333333333333333,0.0,0.0,0.9333333333333333,0.9333333333333333,False,0
lof,lof_k50,pooled,0.99,3,5,True,43,207,174.0,174.0,False,False,33.0,0,3,0.0,0.1,0.1,0.0,0.0,0.1,0.1,False,0
lof,lof_k50,pooled,0.99,3,5,True,56,275,182.0,182.0,False,False,93.0,0,63,0.0,2.1,1.0,0.0,0.0,1.0,1.0,False,0
lof,lof_k50,pooled,0.99,3,5,True,70,137,96.0,96.0,False,False,41.0,0,11,0.0,0.36666666666666664,0.36666666666666664,0.0,0.0,0.36666666666666664,0.36666666666666664,False,0
