role,engine_id,n_rows,early_rows,late_rows,delta__sensor_2,delta__sensor_3,delta__sensor_4,delta__sensor_6,delta__sensor_7,delta__sensor_8,delta__sensor_9,delta__sensor_10,delta__sensor_11,delta__sensor_12,delta__sensor_13,delta__sensor_14,delta__sensor_15,delta__sensor_17,delta__sensor_20,delta__sensor_21,PC1,PC2,raw_cluster,latent_group
val_tune,49,256,52,52,0.6711538461538566,11.520769230769247,18.6778846153843,-0.0011538461538478373,8.608269230769224,0.3299999999994725,43.570384615382864,0.010961538461538467,0.6051923076922918,8.345961538461438,0.31846153846117886,33.2296153846155,-0.09464230769230753,3.2307692307692264,0.31923076923076366,0.22405961538461483,2.7412500115054095,-0.786435840142515,0,latent_B
val_tune,53,164,33,33,0.8921212121211965,11.496969696969245,19.73363636363615,0.0003030303030300274,-1.996363636363526,0.1833333333338487,-14.148181818180092,0.0,0.5978787878787841,-1.846363636363435,0.18212121212127386,-19.741212121210992,0.0743060606060606,2.8484848484848726,-0.337878787878779,-0.2085121212121237,-2.8287942559052293,0.7657249885266353,1,latent_A
val_tune,58,178,36,36,0.9549999999999272,9.832499999999754,17.45583333333343,0.0,-1.8288888888889687,0.15916666666726087,-9.39083333333474,0.0,0.5677777777777919,-1.4733333333333576,0.17111111111034916,-14.016388888888287,0.0684027777777807,2.6388888888888573,-0.291111111111114,-0.19016666666666637,-2.974821046755056,-0.15862888295164018,1,latent_A
val_tune,59,299,60,60,0.7395000000001346,12.217666666666446,18.129333333333307,0.002666666666666373,8.598499999999945,0.33116666666728634,40.61766666666517,0.011499999999999844,0.6318333333333257,8.210166666666737,0.32766666666611854,33.308166666664874,-0.09699333333333371,3.21666666666664,0.33583333333333343,0.2133733333333332,2.8159714469427897,-0.3828786241961062,0,latent_B
val_tune,60,190,38,38,0.9126315789472983,12.997631578947221,20.212368421052815,0.001052631578946972,9.601052631579023,0.34921052631489147,47.571578947370654,0.010526315789474383,0.6805263157894643,9.2928947368423,0.3436842105265896,35.89315789473767,-0.10573157894736873,3.60526315789474,0.40921052631580324,0.22354999999999947,3.21023969496756,1.1804283396790005,0,latent_B
val_tune,64,195,39,39,0.9351282051281942,10.433846153846389,19.384102564102477,0.0002564102564122095,-1.5346153846154493,0.07179487179519128,88.96769230769314,0.0,0.519999999999996,-1.2423076923078042,0.07692307692286704,74.3387179487172,0.06951282051281993,3.512820512820497,-0.3235897435897357,-0.18369487179486654,-1.6399035691242918,-0.7115444341975088,1,latent_A
val_tune,76,153,31,31,0.6851612903226396,9.69612903225834,14.992580645160615,0.0,-1.5306451612902947,0.12677419354895392,-8.703870967745388,0.0,0.4880645161290431,-1.1632258064515781,0.13419354838697473,-12.869354838709114,0.06347419354838557,2.677419354838719,-0.22258064516129394,-0.18050322580645073,-2.7186849461745757,-2.0417400894873228,1,latent_A
val_tune,80,147,30,30,0.9466666666668289,11.379666666666935,18.412666666667292,0.0003333333333372934,-1.9093333333332794,0.16666666666651508,-12.83900000000176,0.0,0.6109999999999971,-1.6576666666665005,0.18000000000029104,-15.909333333331233,0.07385666666666779,3.2666666666666515,-0.32533333333334724,-0.22373666666667447,-2.6437461234503683,0.9743168443910284,1,latent_A
val_tune,85,266,54,54,0.8837037037035316,10.970740740740439,17.93037037036993,0.004999999999999005,8.887222222222135,0.33685185185231603,44.6348148148154,0.011111111111111072,0.6677777777777933,8.61999999999989,0.3494444444445435,32.41333333333296,-0.09246111111111155,3.3518518518518476,0.3816666666666748,0.21121481481482007,2.7415633130689,0.15426133592781224,0,latent_B
val_tune,88,322,65,65,0.7781538461537139,11.731230769230478,18.413999999999987,-0.0075384615384592735,8.537076923076825,0.3169230769231035,43.16892307692433,0.009692307692307889,0.6299999999999955,8.27230769230755,0.32523076923098415,33.20861538461486,-0.09187230769230936,3.2307692307692264,0.34846153846153527,0.212755384615388,2.6454280821624847,-0.34057515007737044,0,latent_B
val_tune,95,166,34,34,0.8229411764706356,9.8100000000004,13.984411764706238,0.0,-1.3029411764707675,0.046176470588306984,54.58264705882357,0.0,0.4226470588235216,-1.1976470588236907,0.049117647057755676,43.28735294117723,0.04614117647058791,2.558823529411768,-0.2814705882352939,-0.1615617647058869,-2.302704610348754,-3.0890908234335415,1,latent_A
val_tune,99,145,29,29,0.7686206896551084,7.989310344827572,13.367586206896249,0.0,-1.5703448275861547,0.10517241379329789,5.038965517242104,0.0,0.38103448275861496,-1.1993103448277225,0.0996551724138044,-0.7124137931059522,0.06250344827586396,1.9655172413793025,-0.29103448275862576,-0.14221724137931346,-3.2555318809516254,-3.6548157130513017,1,latent_A
val_calib,15,202,41,41,0.7778048780487552,7.7834146341465384,14.308292682927004,0.0,-1.447804878048828,0.09048780487773911,15.935609756099439,0.0,0.42048780487805004,-1.2470731707315963,0.08853658536554576,8.930975609755478,0.05518048780487561,2.0243902439024737,-0.21219512195121837,-0.1729487804878076,-3.107991953502335,-3.3509336565737375,1,latent_A
val_calib,21,220,44,44,0.8522727272729753,11.550681818182056,17.737954545454386,-0.0027272727272773523,8.777500000000032,0.32386363636351234,42.86613636363836,0.010000000000000453,0.6159090909090921,8.524318181818217,0.32999999999992724,34.64931818181958,-0.10034090909090843,3.454545454545496,0.29568181818181216,0.23294999999999888,2.730017410007058,-0.18435607410163027,0,latent_B
val_calib,52,222,45,45,1.2031111111110704,13.094444444444434,23.321333333333314,0.0017777777777787662,-2.0726666666666915,0.12088888888865768,39.57155555555437,0.0,0.6482222222222234,-1.7768888888888341,0.11777777777797382,28.28755555555381,0.08785333333333334,3.7555555555555884,-0.4066666666666592,-0.2335977777777849,-2.288704355627652,2.93835250456442,1,latent_A
val_calib,61,199,40,40,0.8840000000000146,10.446750000000293,16.63325000000009,0.0002500000000011937,-1.4592499999998836,0.05300000000033833,60.39874999999847,0.0,0.44225000000000136,-1.2117499999999382,0.06649999999990541,47.39650000000074,0.07040750000000173,3.25,-0.35649999999999693,-0.1727225000000061,-2.143096244628032,-1.7177963161783951,1,latent_A
val_calib,72,232,47,47,0.7372340425531547,11.355319148936587,17.201063829787245,-0.006170212765955085,8.109574468085157,0.2934042553188192,38.88063829787461,0.010425531914894481,0.5531914893617014,7.792553191489333,0.29957446808521127,30.82361702127946,-0.08752553191489376,3.148936170212778,0.3431914893617076,0.19408723404255923,2.362500271441372,-1.2497974587296516,0,latent_B
val_calib,75,259,52,52,0.9444230769231581,13.21826923076901,19.529230769230935,0.0003846153846147615,9.8871153846153,0.37615384615401126,47.680961538460906,0.0094230769230772,0.6576923076923009,9.410961538461379,0.3711538461539021,36.67019230769256,-0.09974999999999845,3.2692307692307736,0.39538461538462855,0.24746730769230396,3.149799963565259,0.8506005949600642,0,latent_B
val_calib,83,181,37,37,0.8237837837837105,11.922972972973412,18.927297297297173,0.0,-1.6864864864865012,0.10486486486479407,28.98027027027274,0.0,0.5599999999999881,-1.478108108108131,0.11189189189190074,19.703783783783365,0.07257297297297427,3.324324324324323,-0.39432432432432307,-0.23529729729730064,-2.2590916522003663,-0.04146963441320247,1,latent_A
val_calib,87,172,35,35,0.797428571428668,9.93628571428576,16.741999999999962,0.0,-1.3502857142858602,0.07314285714255675,53.084285714285215,0.0,0.4768571428571491,-1.3268571428570795,0.05885714285705035,42.54371428571358,0.059571428571427276,2.4571428571428555,-0.2771428571428558,-0.17158285714285526,-2.3774926234112566,-2.3112403743371552,1,latent_A
val_calib,92,158,32,32,0.6665625000000546,8.160312500000146,15.665624999999864,0.0,-1.7268750000000637,0.13312500000029104,-2.5656250000010914,0.0,0.5050000000000026,-1.2793749999998454,0.14343749999989086,-6.9806250000001455,0.05379062499999954,2.125,-0.26437500000000114,-0.17158437499999835,-3.0117148116431114,-2.5395104598288714,1,latent_A
val_calib,93,171,35,35,0.9040000000002237,10.067142857142699,20.42599999999993,0.0002857142857131123,-1.9117142857144245,0.18171428571304205,-12.142285714286118,0.0,0.6285714285714334,-1.661714285714197,0.18485714285725408,-17.474571428570925,0.07464571428571531,2.7142857142857224,-0.32799999999999585,-0.2143114285714276,-3.0124480696885136,0.7840760389426638,1,latent_A
