family,candidate_id,reference_type,cutoff,engine_id,n_rows,total_crossings,crossing_fraction,healthy_crossings,healthy_crossing_rate,middle_crossings,near_failure_crossings,first_raw_crossing_cycle,first_raw_crossing_rul,first_raw_crossing_region,raw_crossing_lead_cycles,has_any_crossing,has_healthy_crossing
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,16,209,127,0.6076555023923444,16,0.1927710843373494,80,31,7.0,202.0,healthy,202.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,27,156,64,0.41025641025641024,0,0.0,33,31,52.0,104.0,middle,104.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,31,234,51,0.21794871794871795,2,0.018518518518518517,18,31,29.0,205.0,healthy,205.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,34,195,79,0.40512820512820513,0,0.0,48,31,93.0,102.0,middle,102.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,40,188,111,0.5904255319148937,7,0.11290322580645161,73,31,23.0,165.0,healthy,165.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,41,216,82,0.37962962962962965,2,0.022222222222222223,49,31,16.0,200.0,healthy,200.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,45,158,62,0.3924050632911392,7,0.21875,24,31,3.0,155.0,healthy,155.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,46,256,58,0.2265625,4,0.03076923076923077,23,31,1.0,255.0,healthy,255.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,54,257,91,0.3540856031128405,5,0.03816793893129771,55,31,5.0,252.0,healthy,252.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,74,166,39,0.23493975903614459,1,0.025,7,31,26.0,140.0,healthy,140.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,77,154,60,0.38961038961038963,1,0.03571428571428571,28,31,23.0,131.0,healthy,131.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,78,231,68,0.2943722943722944,17,0.1619047619047619,20,31,1.0,230.0,healthy,230.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,81,240,81,0.3375,0,0.0,50,31,119.0,121.0,middle,121.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,89,217,52,0.23963133640552994,3,0.03296703296703297,18,31,1.0,216.0,healthy,216.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,91,135,94,0.6962962962962963,3,0.3333333333333333,60,31,6.0,129.0,healthy,129.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,1,192,43,0.22395833333333334,0,0.0,12,31,149.0,43.0,middle,43.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,5,269,102,0.379182156133829,10,0.06993006993006994,61,31,7.0,262.0,healthy,262.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,10,222,55,0.24774774774774774,2,0.020833333333333332,22,31,28.0,194.0,healthy,194.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,11,240,63,0.2625,1,0.008771929824561403,31,31,14.0,226.0,healthy,226.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,13,163,62,0.3803680981595092,0,0.0,31,31,95.0,68.0,middle,68.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,16,209,111,0.5311004784688995,10,0.12048192771084337,70,31,7.0,202.0,healthy,202.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,27,156,57,0.36538461538461536,0,0.0,26,31,94.0,62.0,middle,62.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,31,234,46,0.19658119658119658,1,0.009259259259259259,14,31,48.0,186.0,healthy,186.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,34,195,73,0.37435897435897436,0,0.0,42,31,93.0,102.0,middle,102.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,40,188,98,0.5212765957446809,3,0.04838709677419355,64,31,26.0,162.0,healthy,162.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,41,216,75,0.3472222222222222,1,0.011111111111111112,43,31,40.0,176.0,healthy,176.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,45,158,48,0.3037974683544304,2,0.0625,15,31,9.0,149.0,healthy,149.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,46,256,50,0.1953125,2,0.015384615384615385,17,31,1.0,255.0,healthy,255.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,54,257,79,0.30739299610894943,0,0.0,48,31,168.0,89.0,middle,89.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,74,166,36,0.21686746987951808,0,0.0,5,31,128.0,38.0,middle,38.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,77,154,55,0.35714285714285715,1,0.03571428571428571,23,31,23.0,131.0,healthy,131.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,78,231,59,0.2554112554112554,12,0.11428571428571428,16,31,1.0,230.0,healthy,230.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,81,240,71,0.29583333333333334,0,0.0,40,31,157.0,83.0,middle,83.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,89,217,45,0.2073732718894009,1,0.01098901098901099,13,31,4.0,213.0,healthy,213.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,91,135,78,0.5777777777777777,1,0.1111111111111111,46,31,6.0,129.0,healthy,129.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,1,192,39,0.203125,0,0.0,8,31,151.0,41.0,middle,41.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,5,269,87,0.32342007434944237,2,0.013986013986013986,54,31,23.0,246.0,healthy,246.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,10,222,51,0.22972972972972974,1,0.010416666666666666,19,31,43.0,179.0,healthy,179.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,11,240,58,0.24166666666666667,0,0.0,27,31,178.0,62.0,middle,62.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,13,163,55,0.3374233128834356,0,0.0,24,31,106.0,57.0,middle,57.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,16,209,101,0.48325358851674644,4,0.04819277108433735,66,31,28.0,181.0,healthy,181.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,27,156,57,0.36538461538461536,0,0.0,26,31,94.0,62.0,middle,62.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,31,234,39,0.16666666666666666,0,0.0,8,31,196.0,38.0,middle,38.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,34,195,67,0.3435897435897436,0,0.0,36,31,123.0,72.0,middle,72.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,40,188,86,0.4574468085106383,0,0.0,55,31,76.0,112.0,middle,112.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,41,216,69,0.3194444444444444,0,0.0,38,31,132.0,84.0,middle,84.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,45,158,43,0.2721518987341772,1,0.03125,11,31,9.0,149.0,healthy,149.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,46,256,46,0.1796875,1,0.007692307692307693,14,31,64.0,192.0,healthy,192.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,54,257,75,0.2918287937743191,0,0.0,44,31,180.0,77.0,middle,77.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,74,166,34,0.20481927710843373,0,0.0,3,31,128.0,38.0,middle,38.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,77,154,49,0.3181818181818182,1,0.03571428571428571,17,31,23.0,131.0,healthy,131.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,78,231,50,0.21645021645021645,5,0.047619047619047616,14,31,2.0,229.0,healthy,229.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,81,240,66,0.275,0,0.0,35,31,168.0,72.0,middle,72.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,89,217,42,0.1935483870967742,0,0.0,11,31,173.0,44.0,middle,44.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,91,135,70,0.5185185185185185,1,0.1111111111111111,38,31,6.0,129.0,healthy,129.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,1,192,20,0.10416666666666667,9,0.13636363636363635,10,1,4.0,188.0,healthy,188.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,5,269,58,0.21561338289962825,13,0.09090909090909091,18,27,13.0,256.0,healthy,256.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,10,222,26,0.11711711711711711,4,0.041666666666666664,11,11,26.0,196.0,healthy,196.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,11,240,52,0.21666666666666667,14,0.12280701754385964,16,22,10.0,230.0,healthy,230.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,13,163,25,0.15337423312883436,2,0.05405405405405406,3,20,25.0,138.0,healthy,138.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,16,209,18,0.0861244019138756,6,0.07228915662650602,7,5,5.0,204.0,healthy,204.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,27,156,32,0.20512820512820512,5,0.16666666666666666,11,16,11.0,145.0,healthy,145.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,31,234,26,0.1111111111111111,10,0.09259259259259259,10,6,8.0,226.0,healthy,226.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,34,195,38,0.19487179487179487,5,0.07246376811594203,11,22,2.0,193.0,healthy,193.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,40,188,34,0.18085106382978725,5,0.08064516129032258,11,18,3.0,185.0,healthy,185.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,41,216,49,0.22685185185185186,10,0.1111111111111111,15,24,1.0,215.0,healthy,215.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,45,158,15,0.0949367088607595,4,0.125,9,2,5.0,153.0,healthy,153.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,46,256,25,0.09765625,12,0.09230769230769231,9,4,24.0,232.0,healthy,232.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,54,257,66,0.25680933852140075,20,0.15267175572519084,17,29,2.0,255.0,healthy,255.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,74,166,22,0.13253012048192772,4,0.1,15,3,5.0,161.0,healthy,161.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,77,154,10,0.06493506493506493,1,0.03571428571428571,6,3,19.0,135.0,healthy,135.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,78,231,25,0.10822510822510822,10,0.09523809523809523,8,7,3.0,228.0,healthy,228.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,81,240,28,0.11666666666666667,10,0.08771929824561403,12,6,7.0,233.0,healthy,233.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,89,217,20,0.09216589861751152,4,0.04395604395604396,10,6,15.0,202.0,healthy,202.0,True,True
pca,pca_evr0p95,engine_balanced,0.9,91,135,11,0.08148148148148149,2,0.2222222222222222,8,1,3.0,132.0,healthy,132.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,1,192,12,0.0625,5,0.07575757575757576,6,1,4.0,188.0,healthy,188.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,5,269,43,0.15985130111524162,10,0.06993006993006994,9,24,15.0,254.0,healthy,254.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,10,222,20,0.09009009009009009,3,0.03125,6,11,26.0,196.0,healthy,196.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,11,240,40,0.16666666666666666,8,0.07017543859649122,13,19,10.0,230.0,healthy,230.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,13,163,19,0.1165644171779141,1,0.02702702702702703,0,18,30.0,133.0,healthy,133.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,16,209,9,0.0430622009569378,4,0.04819277108433735,2,3,5.0,204.0,healthy,204.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,27,156,24,0.15384615384615385,2,0.06666666666666667,8,14,24.0,132.0,healthy,132.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,31,234,17,0.07264957264957266,8,0.07407407407407407,6,3,8.0,226.0,healthy,226.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,34,195,32,0.1641025641025641,2,0.028985507246376812,9,21,2.0,193.0,healthy,193.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,40,188,32,0.1702127659574468,4,0.06451612903225806,10,18,3.0,185.0,healthy,185.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,41,216,32,0.14814814814814814,4,0.044444444444444446,6,22,1.0,215.0,healthy,215.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,45,158,8,0.05063291139240506,1,0.03125,5,2,5.0,153.0,healthy,153.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,46,256,11,0.04296875,3,0.023076923076923078,5,3,53.0,203.0,healthy,203.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,54,257,51,0.19844357976653695,12,0.0916030534351145,13,26,39.0,218.0,healthy,218.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,74,166,9,0.05421686746987952,3,0.075,5,1,9.0,157.0,healthy,157.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,77,154,6,0.03896103896103896,0,0.0,4,2,48.0,106.0,middle,106.0,True,False
pca,pca_evr0p95,engine_balanced,0.95,78,231,15,0.06493506493506493,8,0.0761904761904762,4,3,3.0,228.0,healthy,228.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,81,240,14,0.058333333333333334,4,0.03508771929824561,7,3,7.0,233.0,healthy,233.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,89,217,9,0.041474654377880185,2,0.02197802197802198,5,2,23.0,194.0,healthy,194.0,True,True
pca,pca_evr0p95,engine_balanced,0.95,91,135,5,0.037037037037037035,1,0.1111111111111111,4,0,3.0,132.0,healthy,132.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,1,192,7,0.036458333333333336,1,0.015151515151515152,5,1,63.0,129.0,healthy,129.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,5,269,28,0.10408921933085502,2,0.013986013986013986,6,20,18.0,251.0,healthy,251.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,10,222,14,0.06306306306306306,2,0.020833333333333332,3,9,60.0,162.0,healthy,162.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,11,240,28,0.11666666666666667,5,0.043859649122807015,7,16,10.0,230.0,healthy,230.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,13,163,15,0.09202453987730061,0,0.0,0,15,134.0,29.0,near_failure,29.0,True,False
pca,pca_evr0p95,engine_balanced,0.975,16,209,7,0.03349282296650718,2,0.024096385542168676,2,3,7.0,202.0,healthy,202.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,27,156,16,0.10256410256410256,2,0.06666666666666667,4,10,24.0,132.0,healthy,132.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,31,234,10,0.042735042735042736,4,0.037037037037037035,4,2,23.0,211.0,healthy,211.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,34,195,26,0.13333333333333333,1,0.014492753623188406,4,21,2.0,193.0,healthy,193.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,40,188,24,0.1276595744680851,2,0.03225806451612903,6,16,30.0,158.0,healthy,158.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,41,216,25,0.11574074074074074,2,0.022222222222222223,3,20,52.0,164.0,healthy,164.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,45,158,3,0.0189873417721519,1,0.03125,1,1,5.0,153.0,healthy,153.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,46,256,1,0.00390625,0,0.0,0,1,234.0,22.0,near_failure,22.0,True,False
pca,pca_evr0p95,engine_balanced,0.975,54,257,39,0.1517509727626459,9,0.06870229007633588,7,23,39.0,218.0,healthy,218.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,74,166,4,0.024096385542168676,2,0.05,1,1,9.0,157.0,healthy,157.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,77,154,4,0.025974025974025976,0,0.0,3,1,91.0,63.0,middle,63.0,True,False
pca,pca_evr0p95,engine_balanced,0.975,78,231,8,0.03463203463203463,4,0.0380952380952381,2,2,45.0,186.0,healthy,186.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,81,240,8,0.03333333333333333,2,0.017543859649122806,4,2,7.0,233.0,healthy,233.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,89,217,5,0.02304147465437788,2,0.02197802197802198,2,1,23.0,194.0,healthy,194.0,True,True
pca,pca_evr0p95,engine_balanced,0.975,91,135,3,0.022222222222222223,0,0.0,3,0,30.0,105.0,middle,105.0,True,False
pca,pca_evr0p95,engine_balanced,0.99,1,192,3,0.015625,1,0.015151515151515152,2,0,63.0,129.0,healthy,129.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,5,269,26,0.09665427509293681,2,0.013986013986013986,6,18,18.0,251.0,healthy,251.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,10,222,10,0.04504504504504504,2,0.020833333333333332,2,6,60.0,162.0,healthy,162.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,11,240,25,0.10416666666666667,4,0.03508771929824561,7,14,10.0,230.0,healthy,230.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,13,163,14,0.08588957055214724,0,0.0,0,14,138.0,25.0,near_failure,25.0,True,False
pca,pca_evr0p95,engine_balanced,0.99,16,209,5,0.023923444976076555,1,0.012048192771084338,2,2,7.0,202.0,healthy,202.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,27,156,13,0.08333333333333333,1,0.03333333333333333,2,10,25.0,131.0,healthy,131.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,31,234,9,0.038461538461538464,3,0.027777777777777776,4,2,23.0,211.0,healthy,211.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,34,195,25,0.1282051282051282,1,0.014492753623188406,3,21,2.0,193.0,healthy,193.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,40,188,18,0.09574468085106383,2,0.03225806451612903,3,13,30.0,158.0,healthy,158.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,41,216,20,0.09259259259259259,1,0.011111111111111112,1,18,52.0,164.0,healthy,164.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,45,158,1,0.006329113924050633,0,0.0,0,1,153.0,5.0,near_failure,5.0,True,False
pca,pca_evr0p95,engine_balanced,0.99,46,256,1,0.00390625,0,0.0,0,1,234.0,22.0,near_failure,22.0,True,False
pca,pca_evr0p95,engine_balanced,0.99,54,257,30,0.11673151750972763,5,0.03816793893129771,4,21,41.0,216.0,healthy,216.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,74,166,3,0.018072289156626505,1,0.025,1,1,14.0,152.0,healthy,152.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,77,154,4,0.025974025974025976,0,0.0,3,1,91.0,63.0,middle,63.0,True,False
pca,pca_evr0p95,engine_balanced,0.99,78,231,5,0.021645021645021644,4,0.0380952380952381,0,1,45.0,186.0,healthy,186.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,81,240,6,0.025,2,0.017543859649122806,4,0,7.0,233.0,healthy,233.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,89,217,3,0.013824884792626729,1,0.01098901098901099,2,0,32.0,185.0,healthy,185.0,True,True
pca,pca_evr0p95,engine_balanced,0.99,91,135,2,0.014814814814814815,0,0.0,2,0,30.0,105.0,middle,105.0,True,False
iforest,iforest_n200_ms_0p5,pooled,0.9,1,192,51,0.265625,1,0.015151515151515152,19,31,28.0,164.0,healthy,164.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,5,269,152,0.5650557620817844,44,0.3076923076923077,77,31,4.0,265.0,healthy,265.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,10,222,79,0.35585585585585583,17,0.17708333333333334,31,31,2.0,220.0,healthy,220.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,11,240,89,0.37083333333333335,14,0.12280701754385964,44,31,2.0,238.0,healthy,238.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,13,163,69,0.4233128834355828,0,0.0,38,31,49.0,114.0,middle,114.0,True,False
iforest,iforest_n200_ms_0p5,pooled,0.9,16,209,145,0.69377990430622,29,0.3493975903614458,85,31,4.0,205.0,healthy,205.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,27,156,75,0.4807692307692308,1,0.03333333333333333,43,31,24.0,132.0,healthy,132.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,31,234,71,0.3034188034188034,18,0.16666666666666666,22,31,4.0,230.0,healthy,230.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,34,195,89,0.4564102564102564,3,0.043478260869565216,55,31,25.0,170.0,healthy,170.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,40,188,127,0.675531914893617,13,0.20967741935483872,83,31,9.0,179.0,healthy,179.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,41,216,94,0.4351851851851852,8,0.08888888888888889,55,31,11.0,205.0,healthy,205.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,45,158,96,0.6075949367088608,13,0.40625,52,31,3.0,155.0,healthy,155.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,46,256,68,0.265625,12,0.09230769230769231,25,31,1.0,255.0,healthy,255.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,54,257,109,0.42412451361867703,13,0.09923664122137404,65,31,5.0,252.0,healthy,252.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,74,166,44,0.26506024096385544,2,0.05,11,31,19.0,147.0,healthy,147.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,77,154,72,0.4675324675324675,1,0.03571428571428571,40,31,23.0,131.0,healthy,131.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,78,231,91,0.3939393939393939,29,0.2761904761904762,31,31,1.0,230.0,healthy,230.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,81,240,91,0.37916666666666665,1,0.008771929824561403,59,31,84.0,156.0,healthy,156.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,89,217,58,0.2672811059907834,6,0.06593406593406594,21,31,1.0,216.0,healthy,216.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.9,91,135,102,0.7555555555555555,3,0.3333333333333333,68,31,6.0,129.0,healthy,129.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,1,192,47,0.24479166666666666,1,0.015151515151515152,15,31,28.0,164.0,healthy,164.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,5,269,125,0.4646840148698885,23,0.16083916083916083,71,31,7.0,262.0,healthy,262.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,10,222,69,0.3108108108108108,13,0.13541666666666666,25,31,5.0,217.0,healthy,217.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,11,240,79,0.32916666666666666,11,0.09649122807017543,37,31,2.0,238.0,healthy,238.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,13,163,66,0.4049079754601227,0,0.0,35,31,49.0,114.0,middle,114.0,True,False
iforest,iforest_n200_ms_0p5,pooled,0.95,16,209,127,0.6076555023923444,14,0.1686746987951807,82,31,7.0,202.0,healthy,202.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,27,156,65,0.4166666666666667,0,0.0,34,31,52.0,104.0,middle,104.0,True,False
iforest,iforest_n200_ms_0p5,pooled,0.95,31,234,59,0.25213675213675213,10,0.09259259259259259,18,31,29.0,205.0,healthy,205.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,34,195,78,0.4,1,0.014492753623188406,46,31,49.0,146.0,healthy,146.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,40,188,105,0.5585106382978723,5,0.08064516129032258,69,31,26.0,162.0,healthy,162.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,41,216,86,0.39814814814814814,6,0.06666666666666667,49,31,16.0,200.0,healthy,200.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,45,158,74,0.46835443037974683,9,0.28125,34,31,4.0,154.0,healthy,154.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,46,256,58,0.2265625,7,0.05384615384615385,20,31,1.0,255.0,healthy,255.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,54,257,92,0.35797665369649806,5,0.03816793893129771,56,31,6.0,251.0,healthy,251.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,74,166,41,0.2469879518072289,2,0.05,8,31,19.0,147.0,healthy,147.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,77,154,59,0.38311688311688313,1,0.03571428571428571,27,31,23.0,131.0,healthy,131.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,78,231,78,0.33766233766233766,23,0.21904761904761905,24,31,1.0,230.0,healthy,230.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,81,240,80,0.3333333333333333,1,0.008771929824561403,48,31,84.0,156.0,healthy,156.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,89,217,50,0.2304147465437788,4,0.04395604395604396,15,31,1.0,216.0,healthy,216.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.95,91,135,92,0.6814814814814815,2,0.2222222222222222,59,31,6.0,129.0,healthy,129.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.975,1,192,42,0.21875,0,0.0,11,31,149.0,43.0,middle,43.0,True,False
iforest,iforest_n200_ms_0p5,pooled,0.975,5,269,103,0.3828996282527881,16,0.11188811188811189,56,31,7.0,262.0,healthy,262.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.975,10,222,57,0.25675675675675674,5,0.052083333333333336,21,31,13.0,209.0,healthy,209.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.975,11,240,66,0.275,6,0.05263157894736842,29,31,2.0,238.0,healthy,238.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.975,13,163,61,0.37423312883435583,0,0.0,30,31,92.0,71.0,middle,71.0,True,False
iforest,iforest_n200_ms_0p5,pooled,0.975,16,209,115,0.5502392344497608,8,0.0963855421686747,76,31,28.0,181.0,healthy,181.0,True,True
iforest,iforest_n200_ms_0p5,pooled,0.975,27,156,60,0.38461538461538464,0,0.0,29,31,52.0,104.0,middle,104.0,True,False
