family,candidate_id,reference_type,cutoff,engine_id,segment_id,start_cycle,end_cycle,run_length,start_rul,end_rul,start_region,end_region,start_lead_cycles,end_lead_cycles,maximum_score_in_run,mean_score_in_run
iforest,iforest_n200_ms_0p5,pooled,0.975,5,0,68,68,1,201.0,201.0,healthy,healthy,201,201,0.9752747252747253,0.9752747252747253
iforest,iforest_n200_ms_0p5,pooled,0.975,5,0,71,71,1,198.0,198.0,healthy,healthy,198,198,0.9923076923076924,0.9923076923076924
iforest,iforest_n200_ms_0p5,pooled,0.975,5,0,74,74,1,195.0,195.0,healthy,healthy,195,195,0.9791208791208792,0.9791208791208792
iforest,iforest_n200_ms_0p5,pooled,0.975,5,0,87,87,1,182.0,182.0,healthy,healthy,182,182,0.9934065934065934,0.9934065934065934
iforest,iforest_n200_ms_0p5,pooled,0.975,5,0,100,100,1,169.0,169.0,healthy,healthy,169,169,0.9945054945054944,0.9945054945054944
iforest,iforest_n200_ms_0p5,pooled,0.975,5,0,123,123,1,146.0,146.0,healthy,healthy,146,146,0.984065934065934,0.984065934065934
iforest,iforest_n200_ms_0p5,pooled,0.975,5,0,147,147,1,122.0,122.0,middle,middle,122,122,0.9752747252747253,0.9752747252747253
iforest,iforest_n200_ms_0p5,pooled,0.975,5,0,160,160,1,109.0,109.0,middle,middle,109,109,0.9868131868131867,0.9868131868131867
iforest,iforest_n200_ms_0p5,pooled,0.975,5,0,170,170,1,99.0,99.0,middle,middle,99,99,0.9758241758241758,0.9758241758241758
iforest,iforest_n200_ms_0p5,pooled,0.975,5,0,172,173,2,97.0,96.0,middle,middle,97,96,0.9912087912087912,0.9873626373626374
iforest,iforest_n200_ms_0p5,pooled,0.975,5,0,175,175,1,94.0,94.0,middle,middle,94,94,0.9752747252747253,0.9752747252747253
iforest,iforest_n200_ms_0p5,pooled,0.975,5,0,181,181,1,88.0,88.0,middle,middle,88,88,0.9967032967032968,0.9967032967032968
iforest,iforest_n200_ms_0p5,pooled,0.975,5,0,189,197,9,80.0,72.0,middle,middle,80,72,0.9961538461538462,0.9894383394383394
iforest,iforest_n200_ms_0p5,pooled,0.975,5,0,199,269,71,70.0,0.0,middle,near_failure,70,0,1.0,0.9979260176443274
iforest,iforest_n200_ms_0p5,pooled,0.975,10,0,13,13,1,209.0,209.0,healthy,healthy,209,209,0.9807692307692308,0.9807692307692308
iforest,iforest_n200_ms_0p5,pooled,0.975,10,0,16,16,1,206.0,206.0,healthy,healthy,206,206,0.99010989010989,0.99010989010989
iforest,iforest_n200_ms_0p5,pooled,0.975,10,0,43,43,1,179.0,179.0,healthy,healthy,179,179,0.9945054945054944,0.9945054945054944
iforest,iforest_n200_ms_0p5,pooled,0.975,10,0,67,67,1,155.0,155.0,healthy,healthy,155,155,0.9928571428571428,0.9928571428571428
iforest,iforest_n200_ms_0p5,pooled,0.975,10,0,75,75,1,147.0,147.0,healthy,healthy,147,147,0.987912087912088,0.987912087912088
iforest,iforest_n200_ms_0p5,pooled,0.975,10,0,158,158,1,64.0,64.0,middle,middle,64,64,0.9928571428571428,0.9928571428571428
iforest,iforest_n200_ms_0p5,pooled,0.975,10,0,164,164,1,58.0,58.0,middle,middle,58,58,0.9763736263736263,0.9763736263736263
iforest,iforest_n200_ms_0p5,pooled,0.975,10,0,169,169,1,53.0,53.0,middle,middle,53,53,0.9846153846153848,0.9846153846153848
iforest,iforest_n200_ms_0p5,pooled,0.975,10,0,172,173,2,50.0,49.0,middle,middle,50,49,0.9989010989010988,0.9912087912087912
iforest,iforest_n200_ms_0p5,pooled,0.975,10,0,175,178,4,47.0,44.0,middle,middle,47,44,0.9945054945054944,0.9906593406593406
iforest,iforest_n200_ms_0p5,pooled,0.975,10,0,180,222,43,42.0,0.0,middle,near_failure,42,0,1.0,0.9991949910554562
iforest,iforest_n200_ms_0p5,pooled,0.975,11,0,2,2,1,238.0,238.0,healthy,healthy,238,238,0.9934065934065934,0.9934065934065934
iforest,iforest_n200_ms_0p5,pooled,0.975,11,0,9,9,1,231.0,231.0,healthy,healthy,231,231,0.9868131868131867,0.9868131868131867
iforest,iforest_n200_ms_0p5,pooled,0.975,11,0,14,14,1,226.0,226.0,healthy,healthy,226,226,0.9912087912087912,0.9912087912087912
iforest,iforest_n200_ms_0p5,pooled,0.975,11,0,35,35,1,205.0,205.0,healthy,healthy,205,205,0.9928571428571428,0.9928571428571428
iforest,iforest_n200_ms_0p5,pooled,0.975,11,0,39,39,1,201.0,201.0,healthy,healthy,201,201,0.9923076923076924,0.9923076923076924
iforest,iforest_n200_ms_0p5,pooled,0.975,11,0,43,43,1,197.0,197.0,healthy,healthy,197,197,0.9868131868131867,0.9868131868131867
iforest,iforest_n200_ms_0p5,pooled,0.975,11,0,159,159,1,81.0,81.0,middle,middle,81,81,0.99010989010989,0.99010989010989
iforest,iforest_n200_ms_0p5,pooled,0.975,11,0,171,171,1,69.0,69.0,middle,middle,69,69,0.9752747252747253,0.9752747252747253
iforest,iforest_n200_ms_0p5,pooled,0.975,11,0,178,178,1,62.0,62.0,middle,middle,62,62,0.9791208791208792,0.9791208791208792
iforest,iforest_n200_ms_0p5,pooled,0.975,11,0,182,184,3,58.0,56.0,middle,middle,58,56,0.9967032967032968,0.9908424908424909
iforest,iforest_n200_ms_0p5,pooled,0.975,11,0,187,240,54,53.0,0.0,middle,near_failure,53,0,1.0,0.998962148962149
iforest,iforest_n200_ms_0p5,pooled,0.975,13,0,92,92,1,71.0,71.0,middle,middle,71,71,0.9752747252747253,0.9752747252747253
iforest,iforest_n200_ms_0p5,pooled,0.975,13,0,95,95,1,68.0,68.0,middle,middle,68,68,0.9829670329670328,0.9829670329670328
iforest,iforest_n200_ms_0p5,pooled,0.975,13,0,101,101,1,62.0,62.0,middle,middle,62,62,0.9835164835164836,0.9835164835164836
iforest,iforest_n200_ms_0p5,pooled,0.975,13,0,104,104,1,59.0,59.0,middle,middle,59,59,0.9846153846153848,0.9846153846153848
iforest,iforest_n200_ms_0p5,pooled,0.975,13,0,106,107,2,57.0,56.0,middle,middle,57,56,0.9967032967032968,0.9898351648351649
iforest,iforest_n200_ms_0p5,pooled,0.975,13,0,109,163,55,54.0,0.0,middle,near_failure,54,0,1.0,0.9989210789210788
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,28,28,1,181.0,181.0,healthy,healthy,181,181,0.9868131868131867,0.9868131868131867
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,43,43,1,166.0,166.0,healthy,healthy,166,166,0.9851648351648352,0.9851648351648352
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,56,56,1,153.0,153.0,healthy,healthy,153,153,0.9807692307692308,0.9807692307692308
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,63,63,1,146.0,146.0,healthy,healthy,146,146,0.9923076923076924,0.9923076923076924
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,71,71,1,138.0,138.0,healthy,healthy,138,138,0.9829670329670328,0.9829670329670328
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,73,73,1,136.0,136.0,healthy,healthy,136,136,0.9923076923076924,0.9923076923076924
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,78,78,1,131.0,131.0,healthy,healthy,131,131,0.9923076923076924,0.9923076923076924
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,83,83,1,126.0,126.0,healthy,healthy,126,126,0.9967032967032968,0.9967032967032968
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,88,88,1,121.0,121.0,middle,middle,121,121,0.9928571428571428,0.9928571428571428
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,91,91,1,118.0,118.0,middle,middle,118,118,0.9989010989010988,0.9989010989010988
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,93,95,3,116.0,114.0,middle,middle,116,114,0.9791208791208792,0.9767399267399268
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,97,101,5,112.0,108.0,middle,middle,112,108,0.9934065934065934,0.9889010989010989
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,104,105,2,105.0,104.0,middle,middle,105,104,0.9994505494505496,0.9972527472527474
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,107,107,1,102.0,102.0,middle,middle,102,102,0.9835164835164836,0.9835164835164836
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,109,112,4,100.0,97.0,middle,middle,100,97,0.9945054945054944,0.9853021978021977
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,116,117,2,93.0,92.0,middle,middle,93,92,1.0,0.9994505494505495
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,120,122,3,89.0,87.0,middle,middle,89,87,1.0,0.9994505494505495
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,124,126,3,85.0,83.0,middle,middle,85,83,0.9967032967032968,0.9954212454212454
iforest,iforest_n200_ms_0p5,pooled,0.975,16,0,128,209,82,81.0,0.0,middle,near_failure,81,0,1.0,0.9994572500670061
iforest,iforest_n200_ms_0p5,pooled,0.975,27,0,52,52,1,104.0,104.0,middle,middle,104,104,0.9846153846153848,0.9846153846153848
iforest,iforest_n200_ms_0p5,pooled,0.975,27,0,80,80,1,76.0,76.0,middle,middle,76,76,0.9752747252747253,0.9752747252747253
iforest,iforest_n200_ms_0p5,pooled,0.975,27,0,92,92,1,64.0,64.0,middle,middle,64,64,0.9818681318681318,0.9818681318681318
iforest,iforest_n200_ms_0p5,pooled,0.975,27,0,95,99,5,61.0,57.0,middle,middle,61,57,0.9967032967032968,0.9895604395604396
iforest,iforest_n200_ms_0p5,pooled,0.975,27,0,102,103,2,54.0,53.0,middle,middle,54,53,0.9989010989010988,0.9986263736263736
iforest,iforest_n200_ms_0p5,pooled,0.975,27,0,106,107,2,50.0,49.0,middle,middle,50,49,0.9994505494505496,0.9961538461538462
iforest,iforest_n200_ms_0p5,pooled,0.975,27,0,109,156,48,47.0,0.0,middle,near_failure,47,0,1.0,0.999290293040293
iforest,iforest_n200_ms_0p5,pooled,0.975,31,0,29,29,1,205.0,205.0,healthy,healthy,205,205,0.9884615384615384,0.9884615384615384
iforest,iforest_n200_ms_0p5,pooled,0.975,31,0,40,40,1,194.0,194.0,healthy,healthy,194,194,0.9752747252747253,0.9752747252747253
iforest,iforest_n200_ms_0p5,pooled,0.975,31,0,82,82,1,152.0,152.0,healthy,healthy,152,152,0.9763736263736263,0.9763736263736263
iforest,iforest_n200_ms_0p5,pooled,0.975,31,0,151,151,1,83.0,83.0,middle,middle,83,83,0.9802197802197802,0.9802197802197802
iforest,iforest_n200_ms_0p5,pooled,0.975,31,0,167,167,1,67.0,67.0,middle,middle,67,67,0.9829670329670328,0.9829670329670328
iforest,iforest_n200_ms_0p5,pooled,0.975,31,0,188,188,1,46.0,46.0,middle,middle,46,46,0.9923076923076924,0.9923076923076924
iforest,iforest_n200_ms_0p5,pooled,0.975,31,0,194,234,41,40.0,0.0,middle,near_failure,40,0,1.0,0.9989145001340122
iforest,iforest_n200_ms_0p5,pooled,0.975,34,0,93,93,1,102.0,102.0,middle,middle,102,102,0.9923076923076924,0.9923076923076924
iforest,iforest_n200_ms_0p5,pooled,0.975,34,0,123,128,6,72.0,67.0,middle,middle,72,67,0.9961538461538462,0.9895604395604396
iforest,iforest_n200_ms_0p5,pooled,0.975,34,0,130,137,8,65.0,58.0,middle,middle,65,58,0.9989010989010988,0.9945054945054945
iforest,iforest_n200_ms_0p5,pooled,0.975,34,0,139,195,57,56.0,0.0,middle,near_failure,56,0,1.0,0.9996818970503181
iforest,iforest_n200_ms_0p5,pooled,0.975,40,0,39,39,1,149.0,149.0,healthy,healthy,149,149,0.9829670329670328,0.9829670329670328
iforest,iforest_n200_ms_0p5,pooled,0.975,40,0,68,68,1,120.0,120.0,middle,middle,120,120,0.9791208791208792,0.9791208791208792
iforest,iforest_n200_ms_0p5,pooled,0.975,40,0,76,76,1,112.0,112.0,middle,middle,112,112,0.9846153846153848,0.9846153846153848
iforest,iforest_n200_ms_0p5,pooled,0.975,40,0,81,81,1,107.0,107.0,middle,middle,107,107,0.9851648351648352,0.9851648351648352
iforest,iforest_n200_ms_0p5,pooled,0.975,40,0,84,84,1,104.0,104.0,middle,middle,104,104,0.9774725274725274,0.9774725274725274
iforest,iforest_n200_ms_0p5,pooled,0.975,40,0,86,87,2,102.0,101.0,middle,middle,102,101,0.9983516483516484,0.9950549450549451
iforest,iforest_n200_ms_0p5,pooled,0.975,40,0,91,92,2,97.0,96.0,middle,middle,97,96,0.9884615384615384,0.9876373626373626
iforest,iforest_n200_ms_0p5,pooled,0.975,40,0,95,95,1,93.0,93.0,middle,middle,93,93,0.9994505494505496,0.9994505494505496
iforest,iforest_n200_ms_0p5,pooled,0.975,40,0,98,98,1,90.0,90.0,middle,middle,90,90,0.993956043956044,0.993956043956044
iforest,iforest_n200_ms_0p5,pooled,0.975,40,0,100,103,4,88.0,85.0,middle,middle,88,85,0.9967032967032968,0.9901098901098901
iforest,iforest_n200_ms_0p5,pooled,0.975,40,0,106,108,3,82.0,80.0,middle,middle,82,80,0.9989010989010988,0.9981684981684982
iforest,iforest_n200_ms_0p5,pooled,0.975,40,0,110,111,2,78.0,77.0,middle,middle,78,77,0.9923076923076924,0.9895604395604396
iforest,iforest_n200_ms_0p5,pooled,0.975,40,0,114,188,75,74.0,0.0,middle,near_failure,74,0,1.0,0.9992893772893774
iforest,iforest_n200_ms_0p5,pooled,0.975,41,0,16,16,1,200.0,200.0,healthy,healthy,200,200,0.9912087912087912,0.9912087912087912
iforest,iforest_n200_ms_0p5,pooled,0.975,41,0,35,35,1,181.0,181.0,healthy,healthy,181,181,0.9928571428571428,0.9928571428571428
iforest,iforest_n200_ms_0p5,pooled,0.975,41,0,40,40,1,176.0,176.0,healthy,healthy,176,176,0.9945054945054944,0.9945054945054944
iforest,iforest_n200_ms_0p5,pooled,0.975,41,0,112,112,1,104.0,104.0,middle,middle,104,104,0.9956043956043956,0.9956043956043956
iforest,iforest_n200_ms_0p5,pooled,0.975,41,0,120,120,1,96.0,96.0,middle,middle,96,96,0.9912087912087912,0.9912087912087912
iforest,iforest_n200_ms_0p5,pooled,0.975,41,0,128,128,1,88.0,88.0,middle,middle,88,88,0.9873626373626374,0.9873626373626374
iforest,iforest_n200_ms_0p5,pooled,0.975,41,0,131,132,2,85.0,84.0,middle,middle,85,84,0.993956043956044,0.9865384615384616
iforest,iforest_n200_ms_0p5,pooled,0.975,41,0,140,140,1,76.0,76.0,middle,middle,76,76,0.9923076923076924,0.9923076923076924
iforest,iforest_n200_ms_0p5,pooled,0.975,41,0,145,145,1,71.0,71.0,middle,middle,71,71,0.9752747252747253,0.9752747252747253
iforest,iforest_n200_ms_0p5,pooled,0.975,41,0,147,151,5,69.0,65.0,middle,middle,69,65,0.9934065934065934,0.9865934065934067
iforest,iforest_n200_ms_0p5,pooled,0.975,41,0,153,216,64,63.0,0.0,middle,near_failure,63,0,1.0,0.9975618131868131
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,9,9,1,149.0,149.0,healthy,healthy,149,149,0.9994505494505496,0.9994505494505496
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,17,17,1,141.0,141.0,healthy,healthy,141,141,0.9912087912087912,0.9912087912087912
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,21,21,1,137.0,137.0,healthy,healthy,137,137,0.9829670329670328,0.9829670329670328
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,27,27,1,131.0,131.0,healthy,healthy,131,131,0.9923076923076924,0.9923076923076924
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,45,45,1,113.0,113.0,middle,middle,113,113,0.9846153846153848,0.9846153846153848
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,47,47,1,111.0,111.0,middle,middle,111,111,0.9807692307692308,0.9807692307692308
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,84,84,1,74.0,74.0,middle,middle,74,74,0.9934065934065934,0.9934065934065934
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,100,100,1,58.0,58.0,middle,middle,58,58,0.9934065934065934,0.9934065934065934
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,104,104,1,54.0,54.0,middle,middle,54,54,0.9829670329670328,0.9829670329670328
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,106,106,1,52.0,52.0,middle,middle,52,52,0.9868131868131867,0.9868131868131867
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,108,108,1,50.0,50.0,middle,middle,50,50,0.9763736263736263,0.9763736263736263
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,113,114,2,45.0,44.0,middle,middle,45,44,0.9928571428571428,0.9914835164835164
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,116,116,1,42.0,42.0,middle,middle,42,42,0.9967032967032968,0.9967032967032968
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,118,118,1,40.0,40.0,middle,middle,40,40,0.9961538461538462,0.9961538461538462
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,121,124,4,37.0,34.0,middle,middle,37,34,0.9994505494505496,0.9945054945054945
iforest,iforest_n200_ms_0p5,pooled,0.975,45,0,126,158,33,32.0,0.0,middle,near_failure,32,0,1.0,0.9991674991674993
iforest,iforest_n200_ms_0p5,pooled,0.975,46,0,1,1,1,255.0,255.0,healthy,healthy,255,255,0.9752747252747253,0.9752747252747253
iforest,iforest_n200_ms_0p5,pooled,0.975,46,0,31,31,1,225.0,225.0,healthy,healthy,225,225,0.9923076923076924,0.9923076923076924
iforest,iforest_n200_ms_0p5,pooled,0.975,46,0,64,64,1,192.0,192.0,healthy,healthy,192,192,0.99010989010989,0.99010989010989
iforest,iforest_n200_ms_0p5,pooled,0.975,46,0,75,75,1,181.0,181.0,healthy,healthy,181,181,0.9846153846153848,0.9846153846153848
iforest,iforest_n200_ms_0p5,pooled,0.975,46,0,84,84,1,172.0,172.0,healthy,healthy,172,172,0.9928571428571428,0.9928571428571428
iforest,iforest_n200_ms_0p5,pooled,0.975,46,0,96,96,1,160.0,160.0,healthy,healthy,160,160,0.9829670329670328,0.9829670329670328
iforest,iforest_n200_ms_0p5,pooled,0.975,46,0,197,197,1,59.0,59.0,middle,middle,59,59,0.9857142857142858,0.9857142857142858
iforest,iforest_n200_ms_0p5,pooled,0.975,46,0,203,203,1,53.0,53.0,middle,middle,53,53,0.9868131868131867,0.9868131868131867
iforest,iforest_n200_ms_0p5,pooled,0.975,46,0,209,211,3,47.0,45.0,middle,middle,47,45,0.9967032967032968,0.98992673992674
iforest,iforest_n200_ms_0p5,pooled,0.975,46,0,213,213,1,43.0,43.0,middle,middle,43,43,0.9934065934065934,0.9934065934065934
iforest,iforest_n200_ms_0p5,pooled,0.975,46,0,216,256,41,40.0,0.0,middle,near_failure,40,0,1.0,0.9996113642455107
iforest,iforest_n200_ms_0p5,pooled,0.975,54,0,24,24,1,233.0,233.0,healthy,healthy,233,233,0.987912087912088,0.987912087912088
iforest,iforest_n200_ms_0p5,pooled,0.975,54,0,74,74,1,183.0,183.0,healthy,healthy,183,183,0.9835164835164836,0.9835164835164836
iforest,iforest_n200_ms_0p5,pooled,0.975,54,0,152,152,1,105.0,105.0,middle,middle,105,105,0.9752747252747253,0.9752747252747253
iforest,iforest_n200_ms_0p5,pooled,0.975,54,0,168,168,1,89.0,89.0,middle,middle,89,89,0.9846153846153848,0.9846153846153848
iforest,iforest_n200_ms_0p5,pooled,0.975,54,0,173,174,2,84.0,83.0,middle,middle,84,83,0.9950549450549452,0.9870879120879121
iforest,iforest_n200_ms_0p5,pooled,0.975,54,0,180,183,4,77.0,74.0,middle,middle,77,74,0.9994505494505496,0.9957417582417583
iforest,iforest_n200_ms_0p5,pooled,0.975,54,0,185,186,2,72.0,71.0,middle,middle,72,71,0.9994505494505496,0.9906593406593407
iforest,iforest_n200_ms_0p5,pooled,0.975,54,0,190,190,1,67.0,67.0,middle,middle,67,67,0.9835164835164836,0.9835164835164836
iforest,iforest_n200_ms_0p5,pooled,0.975,54,0,193,195,3,64.0,62.0,middle,middle,64,62,0.989010989010989,0.9871794871794872
iforest,iforest_n200_ms_0p5,pooled,0.975,54,0,198,257,60,59.0,0.0,middle,near_failure,59,0,1.0,0.9992673992673993
iforest,iforest_n200_ms_0p5,pooled,0.975,74,0,26,26,1,140.0,140.0,healthy,healthy,140,140,0.9791208791208792,0.9791208791208792
iforest,iforest_n200_ms_0p5,pooled,0.975,74,0,128,128,1,38.0,38.0,middle,middle,38,38,0.9989010989010988,0.9989010989010988
iforest,iforest_n200_ms_0p5,pooled,0.975,74,0,131,134,4,35.0,32.0,middle,middle,35,32,0.9967032967032968,0.987912087912088
iforest,iforest_n200_ms_0p5,pooled,0.975,74,0,136,166,31,30.0,0.0,near_failure,near_failure,30,0,1.0,0.9989719957461893
iforest,iforest_n200_ms_0p5,pooled,0.975,77,0,23,23,1,131.0,131.0,healthy,healthy,131,131,0.9945054945054944,0.9945054945054944
iforest,iforest_n200_ms_0p5,pooled,0.975,77,0,35,35,1,119.0,119.0,middle,middle,119,119,0.9917582417582418,0.9917582417582418
iforest,iforest_n200_ms_0p5,pooled,0.975,77,0,89,89,1,65.0,65.0,middle,middle,65,65,0.9923076923076924,0.9923076923076924
iforest,iforest_n200_ms_0p5,pooled,0.975,77,0,94,95,2,60.0,59.0,middle,middle,60,59,0.9928571428571428,0.9928571428571428
iforest,iforest_n200_ms_0p5,pooled,0.975,77,0,99,99,1,55.0,55.0,middle,middle,55,55,0.9967032967032968,0.9967032967032968
iforest,iforest_n200_ms_0p5,pooled,0.975,77,0,105,105,1,49.0,49.0,middle,middle,49,49,0.9950549450549452,0.9950549450549452
iforest,iforest_n200_ms_0p5,pooled,0.975,77,0,107,107,1,47.0,47.0,middle,middle,47,47,0.9934065934065934,0.9934065934065934
iforest,iforest_n200_ms_0p5,pooled,0.975,77,0,109,109,1,45.0,45.0,middle,middle,45,45,0.9917582417582418,0.9917582417582418
iforest,iforest_n200_ms_0p5,pooled,0.975,77,0,111,111,1,43.0,43.0,middle,middle,43,43,0.9917582417582418,0.9917582417582418
iforest,iforest_n200_ms_0p5,pooled,0.975,77,0,113,154,42,41.0,0.0,middle,near_failure,41,0,1.0,0.9984039769754056
iforest,iforest_n200_ms_0p5,pooled,0.975,78,0,1,4,4,230.0,227.0,healthy,healthy,230,227,0.9989010989010988,0.9972527472527473
iforest,iforest_n200_ms_0p5,pooled,0.975,78,0,8,8,1,223.0,223.0,healthy,healthy,223,223,0.9829670329670328,0.9829670329670328
iforest,iforest_n200_ms_0p5,pooled,0.975,78,0,11,11,1,220.0,220.0,healthy,healthy,220,220,0.9961538461538462,0.9961538461538462
iforest,iforest_n200_ms_0p5,pooled,0.975,78,0,20,20,1,211.0,211.0,healthy,healthy,211,211,0.993956043956044,0.993956043956044
iforest,iforest_n200_ms_0p5,pooled,0.975,78,0,35,36,2,196.0,195.0,healthy,healthy,196,195,0.9928571428571428,0.9879120879120877
iforest,iforest_n200_ms_0p5,pooled,0.975,78,0,45,45,1,186.0,186.0,healthy,healthy,186,186,0.9989010989010988,0.9989010989010988
iforest,iforest_n200_ms_0p5,pooled,0.975,78,0,52,53,2,179.0,178.0,healthy,healthy,179,178,0.9846153846153848,0.9818681318681319
iforest,iforest_n200_ms_0p5,pooled,0.975,78,0,72,72,1,159.0,159.0,healthy,healthy,159,159,0.9829670329670328,0.9829670329670328
iforest,iforest_n200_ms_0p5,pooled,0.975,78,0,138,138,1,93.0,93.0,middle,middle,93,93,0.9752747252747253,0.9752747252747253
iforest,iforest_n200_ms_0p5,pooled,0.975,78,0,181,181,1,50.0,50.0,middle,middle,50,50,0.9917582417582418,0.9917582417582418
iforest,iforest_n200_ms_0p5,pooled,0.975,78,0,184,184,1,47.0,47.0,middle,middle,47,47,0.9829670329670328,0.9829670329670328
iforest,iforest_n200_ms_0p5,pooled,0.975,78,0,186,188,3,45.0,43.0,middle,middle,45,43,0.9961538461538462,0.9913919413919414
iforest,iforest_n200_ms_0p5,pooled,0.975,78,0,190,191,2,41.0,40.0,middle,middle,41,40,0.9989010989010988,0.9950549450549451
iforest,iforest_n200_ms_0p5,pooled,0.975,78,0,193,231,39,38.0,0.0,middle,near_failure,38,0,1.0,0.9993237531699071
iforest,iforest_n200_ms_0p5,pooled,0.975,81,0,84,84,1,156.0,156.0,healthy,healthy,156,156,0.9912087912087912,0.9912087912087912
iforest,iforest_n200_ms_0p5,pooled,0.975,81,0,150,150,1,90.0,90.0,middle,middle,90,90,0.9791208791208792,0.9791208791208792
iforest,iforest_n200_ms_0p5,pooled,0.975,81,0,157,157,1,83.0,83.0,middle,middle,83,83,0.9923076923076924,0.9923076923076924
iforest,iforest_n200_ms_0p5,pooled,0.975,81,0,164,164,1,76.0,76.0,middle,middle,76,76,0.9884615384615384,0.9884615384615384
iforest,iforest_n200_ms_0p5,pooled,0.975,81,0,168,169,2,72.0,71.0,middle,middle,72,71,0.9934065934065934,0.9934065934065934
iforest,iforest_n200_ms_0p5,pooled,0.975,81,0,172,172,1,68.0,68.0,middle,middle,68,68,0.9807692307692308,0.9807692307692308
iforest,iforest_n200_ms_0p5,pooled,0.975,81,0,175,240,66,65.0,0.0,middle,near_failure,65,0,1.0,0.9987012987012986
iforest,iforest_n200_ms_0p5,pooled,0.975,89,0,1,2,2,216.0,215.0,healthy,healthy,216,215,0.9923076923076924,0.9837912087912088
iforest,iforest_n200_ms_0p5,pooled,0.975,89,0,4,4,1,213.0,213.0,healthy,healthy,213,213,0.9945054945054944,0.9945054945054944
iforest,iforest_n200_ms_0p5,pooled,0.975,89,0,17,17,1,200.0,200.0,healthy,healthy,200,200,0.9934065934065934,0.9934065934065934
iforest,iforest_n200_ms_0p5,pooled,0.975,89,0,154,154,1,63.0,63.0,middle,middle,63,63,0.9796703296703296,0.9796703296703296
iforest,iforest_n200_ms_0p5,pooled,0.975,89,0,165,165,1,52.0,52.0,middle,middle,52,52,0.9829670329670328,0.9829670329670328
iforest,iforest_n200_ms_0p5,pooled,0.975,89,0,175,176,2,42.0,41.0,middle,middle,42,41,0.9928571428571428,0.9928571428571428
iforest,iforest_n200_ms_0p5,pooled,0.975,89,0,178,217,40,39.0,0.0,middle,near_failure,39,0,1.0,0.9986126373626373
iforest,iforest_n200_ms_0p5,pooled,0.975,91,0,6,6,1,129.0,129.0,healthy,healthy,129,129,0.9851648351648352,0.9851648351648352
iforest,iforest_n200_ms_0p5,pooled,0.975,91,0,32,33,2,103.0,102.0,middle,middle,103,102,0.9829670329670328,0.979120879120879
iforest,iforest_n200_ms_0p5,pooled,0.975,91,0,42,42,1,93.0,93.0,middle,middle,93,93,0.9989010989010988,0.9989010989010988
iforest,iforest_n200_ms_0p5,pooled,0.975,91,0,44,44,1,91.0,91.0,middle,middle,91,91,0.9917582417582418,0.9917582417582418
iforest,iforest_n200_ms_0p5,pooled,0.975,91,0,52,52,1,83.0,83.0,middle,middle,83,83,0.9928571428571428,0.9928571428571428
iforest,iforest_n200_ms_0p5,pooled,0.975,91,0,55,56,2,80.0,79.0,middle,middle,80,79,0.9961538461538462,0.993956043956044
iforest,iforest_n200_ms_0p5,pooled,0.975,91,0,59,59,1,76.0,76.0,middle,middle,76,76,0.9928571428571428,0.9928571428571428
iforest,iforest_n200_ms_0p5,pooled,0.975,91,0,65,65,1,70.0,70.0,middle,middle,70,70,0.9912087912087912,0.9912087912087912
iforest,iforest_n200_ms_0p5,pooled,0.975,91,0,70,71,2,65.0,64.0,middle,middle,65,64,0.9945054945054944,0.9928571428571429
iforest,iforest_n200_ms_0p5,pooled,0.975,91,0,73,80,8,62.0,55.0,middle,middle,62,55,1.0,0.9961538461538462
